iteration,users,start_in_yellow
13,53076,107
2004,3,0
1743,3,0
2699,1,0
1567,5,0
515,215,0
1254,11,0
90,7409,1
592,136,0
2413,3,0
2664,1,0
1911,3,0
843,43,0
2915,1,0
501,231,0
341,601,0
752,60,0
1094,24,0
1003,28,0
250,1235,1
2162,3,0
1660,5,0
1505,5,0
1345,6,0
902,35,0
2878,1,0
1685,5,0
2516,2,0
1424,5,0
1163,16,0
2255,3,0
1946,3,0
2079,3,0
2777,1,0
444,307,0
284,918,0
23,33818,35
2617,1,0
641,101,0
183,2279,0
2095,3,0
2356,3,0
2582,1,0
2300,3,0
969,29,0
1538,5,0
1256,11,0
2758,1,0
2311,3,0
558,162,0
1853,3,0
1778,3,0
718,74,0
2833,1,0
1080,24,0
511,219,0
36,22197,14
2029,3,0
2013,3,0
1507,5,0
2551,1,0
1331,8,0
809,48,0
1491,5,0
1240,12,0
351,560,0
196,2003,0
2060,3,0
2105,3,0
956,31,0
695,80,0
2265,3,0
2366,3,0
1434,5,0
129,4241,0
2607,1,0
1936,3,0
535,188,0
2767,1,0
2526,2,0
1173,15,0
2591,1,0
390,422,0
2868,1,0
1675,5,0
796,49,0
548,176,0
2321,3,0
708,75,0
1843,3,0
1026,28,0
2572,1,0
2019,3,0
1768,3,0
1023,28,0
2497,2,0
46,17166,8
1592,5,0
2823,1,0
2246,3,0
1266,11,0
1341,7,0
863,39,0
2812,1,0
2070,3,0
1517,5,0
297,819,0
457,282,0
2733,1,0
2051,3,0
1308,11,0
2472,3,0
922,33,0
2573,1,0
400,396,0
2312,3,0
1665,5,0
139,3716,0
2211,3,0
1926,3,0
1468,5,0
1207,13,0
2834,1,0
1047,28,0
661,94,0
829,46,0
483,252,0
1375,6,0
1060,25,0
56,13655,6
2331,3,0
1582,5,0
1005,28,0
232,1442,0
307,759,0
2778,1,0
2096,3,0
1833,3,0
2507,2,0
514,215,0
754,60,0
2256,3,0
2618,1,0
2869,1,0
2221,3,0
912,34,0
410,377,0
1719,3,0
2061,3,0
1820,3,0
2563,1,0
1153,16,0
651,99,0
149,3297,0
2723,1,0
2482,3,0
1980,3,0
1414,5,0
2322,3,0
1559,5,0
2824,1,0
995,28,0
1572,5,0
568,153,0
2106,3,0
2768,1,0
242,1320,0
1887,3,0
2517,2,0
1070,24,0
2859,1,0
2357,3,0
2,143954,1307
493,240,0
2843,1,0
317,714,0
744,62,0
2608,1,0
819,47,0
2266,3,0
1321,11,0
1139,16,0
2279,3,0
1400,6,0
1661,5,0
356,545,0
1858,3,0
2119,3,0
2641,1,0
2902,1,0
2380,3,0
2540,2,0
617,113,0
159,2962,0
878,37,0
2801,1,0
2018,3,0
1754,3,0
1594,5,0
1483,5,0
2857,1,0
2005,3,0
1845,3,0
1072,24,0
12,56204,129
710,75,0
534,189,0
92,7192,2
785,49,0
343,596,0
2399,3,0
2084,3,0
503,228,0
1323,11,0
550,174,0
252,1210,0
961,31,0
1307,11,0
1232,12,0
801,48,0
263,1100,0
2606,1,0
1651,5,0
868,38,0
2129,3,0
2550,1,0
2892,1,0
2631,1,0
1149,16,0
1346,6,0
2390,3,0
1506,5,0
105,5885,1
2791,1,0
366,500,0
2289,3,0
1912,3,0
671,89,0
1584,5,0
273,1007,0
2425,3,0
1242,12,0
604,121,0
2911,1,0
775,50,0
524,203,0
1819,3,0
1835,3,0
198,1959,0
1493,5,0
1015,28,0
2094,3,0
449,299,0
38,21028,14
855,39,0
1744,3,0
1333,8,0
289,878,0
22,35104,41
1995,3,0
764,53,0
2174,3,0
1082,24,0
2596,1,0
2345,3,0
2858,1,0
834,45,0
1380,6,0
2139,3,0
1641,5,0
1183,15,0
1902,3,0
376,470,0
994,28,0
637,104,0
2336,3,0
115,5086,1
2597,1,0
2802,1,0
1116,19,0
1036,28,0
1809,3,0
2877,1,0
459,279,0
2120,3,0
208,1777,0
1574,5,0
2531,2,0
1527,5,0
1367,6,0
821,47,0
2280,3,0
2104,3,0
2355,3,0
48,16391,10
2642,1,0
283,925,0
2562,1,0
1825,3,0
730,69,0
570,152,0
1985,3,0
1558,5,0
1734,3,0
2893,1,0
2371,3,0
1287,11,0
981,29,0
299,804,0
1276,11,0
1892,3,0
1390,6,0
888,36,0
627,110,0
1695,5,0
322,695,0
2085,3,0
482,253,0
2346,3,0
2848,1,0
125,4463,0
1129,16,0
2651,1,0
2883,1,0
2365,3,0
971,29,0
1222,12,0
2290,3,0
1473,5,0
2050,3,0
795,49,0
1788,3,0
1628,5,0
1548,5,0
469,271,0
309,744,0
2792,1,0
2541,2,0
1799,3,0
811,48,0
1062,25,0
560,160,0
2130,3,0
720,73,0
2632,1,0
58,13100,5
2039,3,0
1879,3,0
1297,11,0
2616,1,0
2381,3,0
2867,1,0
218,1629,0
1313,11,0
1046,28,0
1115,19,0
2926,1,0
1312,11,0
854,39,0
2665,1,0
1834,3,0
1573,5,0
2404,3,0
2207,3,0
593,135,0
332,644,0
71,10213,4
164,2800,0
2439,3,0
2710,1,0
319,707,0
937,32,0
2961,1,0
4,107485,660
1666,5,0
526,201,0
1821,3,0
777,50,0
1299,11,0
2188,3,0
686,84,0
1459,5,0
1048,26,0
1208,13,0
1981,3,0
479,260,0
2414,3,0
844,43,0
1402,6,0
2153,3,0
81,8577,2
2719,1,0
342,598,0
1322,11,0
1141,16,0
583,145,0
1061,25,0
2916,1,0
1627,5,0
1824,3,0
1560,5,0
425,347,0
2700,1,0
14,50203,87
831,45,0
1720,3,0
1469,5,0
676,87,0
1971,3,0
991,28,0
2198,3,0
516,213,0
2449,3,0
2951,1,0
174,2528,0
1811,3,0
1309,11,0
1154,16,0
265,1087,0
1894,3,0
1878,3,0
91,7305,2
2685,1,0
1617,5,0
810,48,0
1356,6,0
2882,1,0
368,497,0
2163,3,0
890,36,0
288,882,0
1095,24,0
2424,3,0
629,109,0
549,175,0
107,5697,1
24,32545,33
2459,3,0
2144,3,0
1710,4,0
1188,15,0
1028,28,0
2917,1,0
184,2250,0
1550,5,0
435,327,0
1801,3,0
957,31,0
1961,3,0
1503,5,0
275,988,0
1343,7,0
2666,1,0
642,101,0
797,49,0
619,112,0
1382,6,0
37,21591,15
2936,1,0
1868,3,0
603,124,0
2675,1,0
1607,5,0
2370,3,0
880,37,0
1948,3,0
1687,5,0
1121,19,0
117,4943,1
298,812,0
1105,20,0
800,49,0
2450,3,0
2173,3,0
1366,6,0
378,463,0
696,80,0
2656,1,0
536,188,0
1449,5,0
2971,1,0
2154,3,0
2015,3,0
285,906,0
947,31,0
1289,11,0
445,303,0
130,4185,0
787,49,0
1700,5,0
1198,15,0
2405,3,0
1540,5,0
1038,28,0
1855,3,0
1810,3,0
1288,11,0
1027,28,0
1006,28,0
484,249,0
2769,1,0
2348,3,0
1789,3,0
585,145,0
2247,3,0
1629,5,0
47,16770,9
1826,3,0
1528,5,0
1267,11,0
1107,20,0
324,685,0
2071,3,0
569,153,0
1986,3,0
2609,1,0
830,45,0
846,43,0
308,752,0
2870,1,0
2332,3,0
127,4358,0
2508,2,0
1368,6,0
1549,5,0
745,62,0
2087,3,0
1435,5,0
913,34,0
662,94,0
2212,3,0
1642,5,0
2052,3,0
1120,19,0
2527,2,0
391,420,0
1893,3,0
2734,1,0
2574,1,0
140,3671,0
2825,1,0
2367,3,0
836,44,0
2097,3,0
639,102,0
494,239,0
2860,1,0
2257,3,0
2759,1,0
1619,5,0
2040,3,0
233,1427,0
1800,3,0
318,709,0
2599,1,0
2358,3,0
1779,3,0
1474,5,0
820,47,0
1037,28,0
1314,11,0
334,633,0
1298,11,0
559,161,0
1880,3,0
1277,11,0
2518,2,0
1117,19,0
1539,5,0
996,28,0
73,9835,3
57,13388,5
1632,5,0
2222,3,0
2473,3,0
2313,3,0
1381,6,0
1130,16,0
2062,3,0
2879,1,0
401,391,0
2564,1,0
1947,3,0
903,35,0
150,3262,0
2724,1,0
652,98,0
2725,1,0
2107,3,0
802,48,0
2464,3,0
962,31,0
1071,24,0
1769,3,0
1151,16,0
243,1308,0
2304,3,0
2826,1,0
2030,3,0
1854,3,0
1870,3,0
1609,5,0
1593,5,0
504,226,0
605,121,0
1348,6,0
344,591,0
1508,5,0
765,53,0
1332,8,0
2565,1,0
2267,3,0
83,8282,1
411,375,0
1164,16,0
2483,3,0
2323,3,0
96,6772,1
1686,5,0
2232,3,0
1937,3,0
1415,5,0
2072,3,0
2845,1,0
869,38,0
2690,1,0
618,112,0
2976,1,0
755,59,0
450,296,0
1016,28,0
2474,3,0
1358,6,0
2053,3,0
2213,3,0
1663,5,0
1518,5,0
93,7076,1
2619,1,0
290,872,0
2779,1,0
2816,1,0
2314,3,0
595,134,0
253,1199,0
2020,3,0
1860,3,0
856,39,0
1097,22,0
1257,11,0
2835,1,0
2584,1,0
2333,3,0
1425,5,0
2178,3,0
1676,5,0
357,537,0
106,5785,1
2744,1,0
1174,15,0
1927,3,0
923,33,0
608,118,0
2493,2,0
721,72,0
1440,5,0
2532,2,0
39,20491,13
1962,3,0
460,278,0
300,799,0
1083,24,0
199,1933,0
561,160,0
982,29,0
1280,11,0
2894,1,0
2175,3,0
1802,3,0
2633,1,0
822,47,0
1243,12,0
2372,3,0
1541,5,0
2793,1,0
1701,4,0
638,103,0
889,36,0
2678,1,0
2140,3,0
116,5014,1
1634,5,0
1869,3,0
654,97,0
1096,23,0
1618,5,0
447,303,0
132,4076,0
2407,3,0
1176,15,0
2391,3,0
2849,1,0
2156,3,0
1949,3,0
367,499,0
2598,1,0
2929,1,0
1427,5,0
905,34,0
1347,6,0
470,269,0
2884,1,0
310,743,0
2121,3,0
1792,3,0
2542,2,0
1450,5,0
812,48,0
711,75,0
209,1770,0
972,29,0
1029,28,0
1189,15,0
1755,3,0
551,173,0
2281,3,0
1595,5,0
1290,11,0
2687,1,0
1952,3,0
2382,3,0
49,15993,11
2668,1,0
628,109,0
393,413,0
1939,3,0
959,31,0
142,3600,1
1122,19,0
2652,1,0
2337,3,0
2086,3,0
2166,3,0
1608,5,0
879,37,0
377,466,0
1688,5,0
1357,6,0
644,100,0
1437,5,0
1859,3,0
2417,3,0
126,4401,0
1106,20,0
2919,1,0
2903,1,0
1846,3,0
2813,1,0
2392,3,0
2131,3,0
1063,25,0
1484,5,0
2552,1,0
2653,1,0
1585,5,0
938,32,0
416,364,0
2006,3,0
59,12864,5
1324,11,0
677,87,0
256,1170,1
219,1614,0
2291,3,0
517,213,0
1745,3,0
778,50,0
2850,1,0
1223,12,0
2347,3,0
1929,3,0
152,3197,0
2112,3,0
925,33,0
1662,5,0
323,689,0
610,117,0
2885,1,0
1678,5,0
1156,16,0
1471,5,0
845,43,0
72,10013,3
1913,3,0
403,385,0
1140,16,0
2427,3,0
1391,6,0
2272,3,0
594,135,0
2794,1,0
2634,1,0
2338,3,0
165,2771,0
2904,1,0
1735,3,0
426,345,0
1233,12,0
2803,1,0
266,1075,0
2643,1,0
1575,5,0
2141,3,0
1996,3,0
768,52,0
2301,3,0
1836,3,0
1494,5,0
1334,8,0
1073,24,0
5,96171,486
928,33,0
571,151,0
2498,2,0
731,68,0
2784,1,0
413,369,0
2122,3,0
835,44,0
333,639,0
1983,3,0
2373,3,0
2939,1,0
98,6565,1
1150,16,0
664,93,0
1401,6,0
1668,5,0
584,145,0
2624,1,0
82,8424,1
1166,16,0
1652,5,0
2533,2,0
915,34,0
2282,3,0
1903,3,0
1417,5,0
2953,1,0
2702,1,0
108,5626,1
2415,3,0
2180,3,0
1248,12,0
2686,1,0
1770,3,0
1088,24,0
2937,1,0
2164,3,0
2021,3,0
1610,5,0
1403,5,0
359,530,0
881,37,0
630,109,0
2495,2,0
1861,3,0
914,34,0
2954,1,0
653,97,0
392,417,0
2235,3,0
1561,5,0
1460,5,0
1737,3,0
2938,1,0
1039,28,0
1822,3,0
1721,3,0
1199,15,0
1998,3,0
2155,3,0
1476,5,0
733,67,0
2432,3,0
131,4127,0
2693,1,0
472,267,0
2677,1,0
1300,11,0
930,33,0
1982,3,0
2416,3,0
211,1743,0
2181,3,0
1711,4,0
984,29,0
2165,3,0
1310,11,0
418,358,0
1209,13,0
2747,1,0
2426,3,0
221,1585,0
2667,1,0
1812,3,0
1551,5,0
1486,5,0
1972,3,0
402,389,0
2442,3,0
141,3644,0
1470,5,0
1791,3,0
1049,26,0
643,100,0
1988,3,0
2928,1,0
2944,1,0
1225,12,0
904,35,0
723,70,0
